indexNumber,indexName,speicesNumber,speciesName,X,Y
0,l2nr005.jpg,67,Acer,391,1513
0,l2nr005.jpg,67,Acer,359,1420
0,l2nr005.jpg,67,Acer,297,1360
0,l2nr005.jpg,67,Acer,204,1335
0,l2nr005.jpg,67,Acer,195,1307
0,l2nr005.jpg,67,Acer,332,1210
0,l2nr005.jpg,67,Acer,373,1079
0,l2nr005.jpg,67,Acer,311,998
0,l2nr005.jpg,67,Acer,275,928
0,l2nr005.jpg,67,Acer,214,867
0,l2nr005.jpg,67,Acer,234,823
0,l2nr005.jpg,67,Acer,302,752
0,l2nr005.jpg,67,Acer,316,664
0,l2nr005.jpg,67,Acer,295,590
0,l2nr005.jpg,67,Acer,372,464
0,l2nr005.jpg,67,Acer,363,381
0,l2nr005.jpg,67,Acer,490,463
0,l2nr005.jpg,67,Acer,534,454
0,l2nr005.jpg,67,Acer,683,495
0,l2nr005.jpg,67,Acer,785,585
0,l2nr005.jpg,67,Acer,854,575
0,l2nr005.jpg,67,Acer,857,469
0,l2nr005.jpg,67,Acer,860,382
0,l2nr005.jpg,67,Acer,841,304
0,l2nr005.jpg,67,Acer,995,304
0,l2nr005.jpg,67,Acer,1093,213
0,l2nr005.jpg,67,Acer,1190,175
0,l2nr005.jpg,67,Acer,1280,47
1,l2nr058.jpg,67,Acer,1150,76
1,l2nr058.jpg,67,Acer,1161,132
1,l2nr058.jpg,67,Acer,1208,183
1,l2nr058.jpg,67,Acer,1307,230
1,l2nr058.jpg,67,Acer,1305,236
1,l2nr058.jpg,67,Acer,1316,338
1,l2nr058.jpg,67,Acer,1455,363
1,l2nr058.jpg,67,Acer,1467,380
1,l2nr058.jpg,67,Acer,1438,436
1,l2nr058.jpg,67,Acer,1418,529
1,l2nr058.jpg,67,Acer,1387,590
1,l2nr058.jpg,67,Acer,1375,647
1,l2nr058.jpg,67,Acer,1461,624
1,l2nr058.jpg,67,Acer,1535,538
1,l2nr058.jpg,67,Acer,1612,441
1,l2nr058.jpg,67,Acer,1629,416
1,l2nr058.jpg,67,Acer,1706,510
1,l2nr058.jpg,67,Acer,1847,474
1,l2nr058.jpg,67,Acer,1984,502
1,l2nr058.jpg,67,Acer,1983,528
1,l2nr058.jpg,67,Acer,1952,602
1,l2nr058.jpg,67,Acer,2017,699
1,l2nr058.jpg,67,Acer,2011,717
1,l2nr058.jpg,67,Acer,1950,751
1,l2nr058.jpg,67,Acer,1908,821
1,l2nr058.jpg,67,Acer,1984,912
1,l2nr058.jpg,67,Acer,2048,938
1,l2nr058.jpg,67,Acer,2047,960
1,l2nr058.jpg,67,Acer,2005,975
1,l2nr058.jpg,67,Acer,1947,1005
1,l2nr058.jpg,67,Acer,1867,1054
1,l2nr058.jpg,67,Acer,1809,1080
1,l2nr058.jpg,67,Acer,1745,1115
1,l2nr058.jpg,67,Acer,1743,1167
1,l2nr058.jpg,67,Acer,1903,1146
1,l2nr058.jpg,67,Acer,1992,1183
1,l2nr058.jpg,67,Acer,2011,1198
1,l2nr058.jpg,67,Acer,1925,1223
1,l2nr058.jpg,67,Acer,1914,1314
1,l2nr058.jpg,67,Acer,1861,1330
1,l2nr058.jpg,67,Acer,1811,1420
1,l2nr058.jpg,67,Acer,1695,1432
1,l2nr058.jpg,67,Acer,1563,1390
1,l2nr058.jpg,67,Acer,1443,1355
1,l2nr058.jpg,67,Acer,1396,1377
1,l2nr058.jpg,67,Acer,1327,1390
1,l2nr058.jpg,67,Acer,1294,1443
1,l2nr058.jpg,67,Acer,1312,1517
1,l2nr058.jpg,67,Acer,1471,1584
1,l2nr058.jpg,67,Acer,1486,1710
1,l2nr058.jpg,67,Acer,1496,1791
1,l2nr058.jpg,67,Acer,1469,1758
1,l2nr058.jpg,67,Acer,1427,1730
1,l2nr058.jpg,67,Acer,1386,1701
1,l2nr058.jpg,67,Acer,1328,1671
1,l2nr058.jpg,67,Acer,1240,1649
1,l2nr058.jpg,67,Acer,1212,1631
1,l2nr058.jpg,67,Acer,1133,1514
1,l2nr058.jpg,67,Acer,1047,1426
1,l2nr058.jpg,67,Acer,1006,1580
1,l2nr058.jpg,67,Acer,1056,1852
1,l2nr058.jpg,67,Acer,1106,2034
1,l2nr058.jpg,67,Acer,1156,2209
1,l2nr058.jpg,67,Acer,1206,2407
1,l2nr058.jpg,67,Acer,1256,2585
1,l2nr058.jpg,67,Acer,1306,2745
1,l2nr058.jpg,67,Acer,1356,2889
1,l2nr058.jpg,67,Acer,1406,3029
1,l2nr058.jpg,67,Acer,1423,3127
1,l2nr058.jpg,67,Acer,1385,3025
1,l2nr058.jpg,67,Acer,1346,2905
1,l2nr058.jpg,67,Acer,1296,2758
1,l2nr058.jpg,67,Acer,1249,2612
1,l2nr058.jpg,67,Acer,1217,2496
1,l2nr058.jpg,67,Acer,1186,2385
1,l2nr058.jpg,67,Acer,1152,2253
1,l2nr058.jpg,67,Acer,1122,2146
1,l2nr058.jpg,67,Acer,1077,1997
1,l2nr058.jpg,67,Acer,1039,1866
1,l2nr058.jpg,67,Acer,996,1661
1,l2nr058.jpg,67,Acer,947,1389
1,l2nr058.jpg,67,Acer,860,1429
1,l2nr058.jpg,67,Acer,818,1438
1,l2nr058.jpg,67,Acer,766,1480
1,l2nr058.jpg,67,Acer,709,1500
1,l2nr058.jpg,67,Acer,652,1549
1,l2nr058.jpg,67,Acer,610,1583
1,l2nr058.jpg,67,Acer,611,1521
1,l2nr058.jpg,67,Acer,544,1485
1,l2nr058.jpg,67,Acer,473,1505
1,l2nr058.jpg,67,Acer,408,1542
1,l2nr058.jpg,67,Acer,410,1483
1,l2nr058.jpg,67,Acer,364,1458
1,l2nr058.jpg,67,Acer,300,1432
1,l2nr058.jpg,67,Acer,250,1424
1,l2nr058.jpg,67,Acer,218,1423
1,l2nr058.jpg,67,Acer,158,1428
1,l2nr058.jpg,67,Acer,251,1388
1,l2nr058.jpg,67,Acer,333,1329
1,l2nr058.jpg,67,Acer,403,1272
1,l2nr058.jpg,67,Acer,368,1225
1,l2nr058.jpg,67,Acer,317,1173
1,l2nr058.jpg,67,Acer,236,1118
1,l2nr058.jpg,67,Acer,179,1081
1,l2nr058.jpg,67,Acer,149,1057
1,l2nr058.jpg,67,Acer,245,990
1,l2nr058.jpg,67,Acer,210,908
1,l2nr058.jpg,67,Acer,167,865
1,l2nr058.jpg,67,Acer,208,783
1,l2nr058.jpg,67,Acer,168,714
1,l2nr058.jpg,67,Acer,188,700
1,l2nr058.jpg,67,Acer,150,644
1,l2nr058.jpg,67,Acer,238,616
1,l2nr058.jpg,67,Acer,276,524
1,l2nr058.jpg,67,Acer,239,452
1,l2nr058.jpg,67,Acer,316,351
1,l2nr058.jpg,67,Acer,334,338
1,l2nr058.jpg,67,Acer,367,328
1,l2nr058.jpg,67,Acer,456,311
1,l2nr058.jpg,67,Acer,535,370
1,l2nr058.jpg,67,Acer,626,324
1,l2nr058.jpg,67,Acer,653,354
1,l2nr058.jpg,67,Acer,664,412
1,l2nr058.jpg,67,Acer,705,515
1,l2nr058.jpg,67,Acer,782,621
1,l2nr058.jpg,67,Acer,843,635
1,l2nr058.jpg,67,Acer,847,597
1,l2nr058.jpg,67,Acer,817,487
1,l2nr058.jpg,67,Acer,861,450
1,l2nr058.jpg,67,Acer,856,357
1,l2nr058.jpg,67,Acer,853,312
1,l2nr058.jpg,67,Acer,827,254
1,l2nr058.jpg,67,Acer,963,294
1,l2nr058.jpg,67,Acer,1009,219
1,l2nr058.jpg,67,Acer,1021,178
1,l2nr058.jpg,67,Acer,1139,101
2,l2nr071.jpg,67,Acer,1067,80
2,l2nr071.jpg,67,Acer,1083,186
2,l2nr071.jpg,67,Acer,1174,230
2,l2nr071.jpg,67,Acer,1290,334
2,l2nr071.jpg,67,Acer,1300,410
2,l2nr071.jpg,67,Acer,1303,600
2,l2nr071.jpg,67,Acer,1311,688
2,l2nr071.jpg,67,Acer,1450,497
2,l2nr071.jpg,67,Acer,1569,430
2,l2nr071.jpg,67,Acer,1617,416
2,l2nr071.jpg,67,Acer,1702,519
2,l2nr071.jpg,67,Acer,1670,677
2,l2nr071.jpg,67,Acer,1736,748
2,l2nr071.jpg,67,Acer,1615,872
2,l2nr071.jpg,67,Acer,1572,977
2,l2nr071.jpg,67,Acer,1783,1025
2,l2nr071.jpg,67,Acer,1989,1088
2,l2nr071.jpg,67,Acer,1873,1133
2,l2nr071.jpg,67,Acer,1778,1205
2,l2nr071.jpg,67,Acer,1776,1371
2,l2nr071.jpg,67,Acer,1693,1357
2,l2nr071.jpg,67,Acer,1599,1363
2,l2nr071.jpg,67,Acer,1439,1397
2,l2nr071.jpg,67,Acer,1484,1555
2,l2nr071.jpg,67,Acer,1420,1544
2,l2nr071.jpg,67,Acer,1313,1521
2,l2nr071.jpg,67,Acer,1223,1514
2,l2nr071.jpg,67,Acer,1152,1528
2,l2nr071.jpg,67,Acer,1115,1421
2,l2nr071.jpg,67,Acer,1165,1618
2,l2nr071.jpg,67,Acer,1215,1759
2,l2nr071.jpg,67,Acer,1266,1889
2,l2nr071.jpg,67,Acer,1318,2029
2,l2nr071.jpg,67,Acer,1368,2182
2,l2nr071.jpg,67,Acer,1418,2347
2,l2nr071.jpg,67,Acer,1465,2512
2,l2nr071.jpg,67,Acer,1530,2620
2,l2nr071.jpg,67,Acer,1489,2620
2,l2nr071.jpg,67,Acer,1448,2487
2,l2nr071.jpg,67,Acer,1400,2306
2,l2nr071.jpg,67,Acer,1355,2153
2,l2nr071.jpg,67,Acer,1311,2025
2,l2nr071.jpg,67,Acer,1258,1887
2,l2nr071.jpg,67,Acer,1208,1760
2,l2nr071.jpg,67,Acer,1160,1625
2,l2nr071.jpg,67,Acer,1117,1486
2,l2nr071.jpg,67,Acer,1091,1325
2,l2nr071.jpg,67,Acer,1003,1343
2,l2nr071.jpg,67,Acer,905,1442
2,l2nr071.jpg,67,Acer,781,1488
2,l2nr071.jpg,67,Acer,649,1512
2,l2nr071.jpg,67,Acer,528,1549
2,l2nr071.jpg,67,Acer,586,1450
2,l2nr071.jpg,67,Acer,586,1352
2,l2nr071.jpg,67,Acer,465,1361
2,l2nr071.jpg,67,Acer,380,1366
2,l2nr071.jpg,67,Acer,344,1248
2,l2nr071.jpg,67,Acer,255,1180
2,l2nr071.jpg,67,Acer,159,1096
2,l2nr071.jpg,67,Acer,87,1049
2,l2nr071.jpg,67,Acer,325,987
2,l2nr071.jpg,67,Acer,451,904
2,l2nr071.jpg,67,Acer,388,819
2,l2nr071.jpg,67,Acer,331,761
2,l2nr071.jpg,67,Acer,250,677
2,l2nr071.jpg,67,Acer,159,629
2,l2nr071.jpg,67,Acer,326,546
2,l2nr071.jpg,67,Acer,293,417
2,l2nr071.jpg,67,Acer,363,328
2,l2nr071.jpg,67,Acer,358,228
2,l2nr071.jpg,67,Acer,464,331
2,l2nr071.jpg,67,Acer,602,385
2,l2nr071.jpg,67,Acer,714,519
2,l2nr071.jpg,67,Acer,844,591
2,l2nr071.jpg,67,Acer,829,372
2,l2nr071.jpg,67,Acer,813,258
2,l2nr071.jpg,67,Acer,912,299
2,l2nr071.jpg,67,Acer,922,182
2,l2nr071.jpg,67,Acer,1048,117
3,l2nr016.jpg,67,Acer,804,153
3,l2nr016.jpg,67,Acer,881,284
3,l2nr016.jpg,67,Acer,974,355
3,l2nr016.jpg,67,Acer,1142,323
3,l2nr016.jpg,67,Acer,1136,519
3,l2nr016.jpg,67,Acer,1138,664
3,l2nr016.jpg,67,Acer,1198,716
3,l2nr016.jpg,67,Acer,1355,601
3,l2nr016.jpg,67,Acer,1441,589
3,l2nr016.jpg,67,Acer,1702,530
3,l2nr016.jpg,67,Acer,1692,590
3,l2nr016.jpg,67,Acer,1666,697
3,l2nr016.jpg,67,Acer,1677,780
3,l2nr016.jpg,67,Acer,1794,875
3,l2nr016.jpg,67,Acer,1753,916
3,l2nr016.jpg,67,Acer,1695,985
3,l2nr016.jpg,67,Acer,1623,1041
3,l2nr016.jpg,67,Acer,1541,1090
3,l2nr016.jpg,67,Acer,1597,1183
3,l2nr016.jpg,67,Acer,1760,1265
3,l2nr016.jpg,67,Acer,1712,1279
3,l2nr016.jpg,67,Acer,1666,1288
3,l2nr016.jpg,67,Acer,1592,1331
3,l2nr016.jpg,67,Acer,1530,1394
3,l2nr016.jpg,67,Acer,1542,1489
3,l2nr016.jpg,67,Acer,1411,1473
3,l2nr016.jpg,67,Acer,1318,1505
3,l2nr016.jpg,67,Acer,1346,1598
3,l2nr016.jpg,67,Acer,1276,1580
3,l2nr016.jpg,67,Acer,1185,1584
3,l2nr016.jpg,67,Acer,1105,1599
3,l2nr016.jpg,67,Acer,1062,1570
3,l2nr016.jpg,67,Acer,975,1487
3,l2nr016.jpg,67,Acer,873,1412
3,l2nr016.jpg,67,Acer,786,1469
3,l2nr016.jpg,67,Acer,685,1538
3,l2nr016.jpg,67,Acer,548,1545
3,l2nr016.jpg,67,Acer,429,1583
3,l2nr016.jpg,67,Acer,484,1443
3,l2nr016.jpg,67,Acer,346,1446
3,l2nr016.jpg,67,Acer,313,1368
3,l2nr016.jpg,67,Acer,146,1300
3,l2nr016.jpg,67,Acer,237,1220
3,l2nr016.jpg,67,Acer,292,1106
3,l2nr016.jpg,67,Acer,207,1044
3,l2nr016.jpg,67,Acer,153,1002
3,l2nr016.jpg,67,Acer,174,943
3,l2nr016.jpg,67,Acer,163,814
3,l2nr016.jpg,67,Acer,150,687
3,l2nr016.jpg,67,Acer,271,676
3,l2nr016.jpg,67,Acer,387,646
3,l2nr016.jpg,67,Acer,439,658
3,l2nr016.jpg,67,Acer,586,767
3,l2nr016.jpg,67,Acer,582,614
3,l2nr016.jpg,67,Acer,567,493
3,l2nr016.jpg,67,Acer,547,405
3,l2nr016.jpg,67,Acer,702,319
3,l2nr016.jpg,67,Acer,787,262
4,l2nr072.jpg,67,Acer,1090,102
4,l2nr072.jpg,67,Acer,1105,234
4,l2nr072.jpg,67,Acer,1214,372
4,l2nr072.jpg,67,Acer,1351,443
4,l2nr072.jpg,67,Acer,1348,576
4,l2nr072.jpg,67,Acer,1370,743
4,l2nr072.jpg,67,Acer,1506,693
4,l2nr072.jpg,67,Acer,1657,702
4,l2nr072.jpg,67,Acer,1835,632
4,l2nr072.jpg,67,Acer,1844,672
4,l2nr072.jpg,67,Acer,1806,810
4,l2nr072.jpg,67,Acer,1804,962
4,l2nr072.jpg,67,Acer,1924,1090
4,l2nr072.jpg,67,Acer,1874,1121
4,l2nr072.jpg,67,Acer,1801,1183
4,l2nr072.jpg,67,Acer,1749,1315
4,l2nr072.jpg,67,Acer,1812,1465
4,l2nr072.jpg,67,Acer,1963,1491
4,l2nr072.jpg,67,Acer,1906,1523
4,l2nr072.jpg,67,Acer,1779,1558
4,l2nr072.jpg,67,Acer,1698,1606
4,l2nr072.jpg,67,Acer,1649,1700
4,l2nr072.jpg,67,Acer,1524,1670
4,l2nr072.jpg,67,Acer,1407,1690
4,l2nr072.jpg,67,Acer,1368,1783
4,l2nr072.jpg,67,Acer,1348,1833
4,l2nr072.jpg,67,Acer,1258,1754
4,l2nr072.jpg,67,Acer,1172,1714
4,l2nr072.jpg,67,Acer,1101,1683
4,l2nr072.jpg,67,Acer,1042,1742
4,l2nr072.jpg,67,Acer,977,1789
4,l2nr072.jpg,67,Acer,915,1863
4,l2nr072.jpg,67,Acer,871,1848
4,l2nr072.jpg,67,Acer,813,1764
4,l2nr072.jpg,67,Acer,684,1708
4,l2nr072.jpg,67,Acer,561,1755
4,l2nr072.jpg,67,Acer,515,1696
4,l2nr072.jpg,67,Acer,418,1624
4,l2nr072.jpg,67,Acer,313,1564
4,l2nr072.jpg,67,Acer,200,1553
4,l2nr072.jpg,67,Acer,276,1513
4,l2nr072.jpg,67,Acer,365,1428
4,l2nr072.jpg,67,Acer,431,1317
4,l2nr072.jpg,67,Acer,371,1212
4,l2nr072.jpg,67,Acer,272,1127
4,l2nr072.jpg,67,Acer,272,1062
4,l2nr072.jpg,67,Acer,282,939
4,l2nr072.jpg,67,Acer,277,864
4,l2nr072.jpg,67,Acer,224,795
4,l2nr072.jpg,67,Acer,184,747
4,l2nr072.jpg,67,Acer,340,804
4,l2nr072.jpg,67,Acer,566,782
4,l2nr072.jpg,67,Acer,659,830
4,l2nr072.jpg,67,Acer,810,800
4,l2nr072.jpg,67,Acer,819,658
4,l2nr072.jpg,67,Acer,773,524
4,l2nr072.jpg,67,Acer,888,479
4,l2nr072.jpg,67,Acer,934,353
4,l2nr072.jpg,67,Acer,1055,251
5,l2nr040.jpg,67,Acer,907,91
5,l2nr040.jpg,67,Acer,982,195
5,l2nr040.jpg,67,Acer,1107,269
5,l2nr040.jpg,67,Acer,1144,325
5,l2nr040.jpg,67,Acer,1231,420
5,l2nr040.jpg,67,Acer,1295,394
5,l2nr040.jpg,67,Acer,1362,364
5,l2nr040.jpg,67,Acer,1310,447
5,l2nr040.jpg,67,Acer,1301,542
5,l2nr040.jpg,67,Acer,1307,634
5,l2nr040.jpg,67,Acer,1274,734
5,l2nr040.jpg,67,Acer,1385,696
5,l2nr040.jpg,67,Acer,1487,577
5,l2nr040.jpg,67,Acer,1576,558
5,l2nr040.jpg,67,Acer,1644,535
5,l2nr040.jpg,67,Acer,1762,436
5,l2nr040.jpg,67,Acer,1755,483
5,l2nr040.jpg,67,Acer,1731,555
5,l2nr040.jpg,67,Acer,1726,646
5,l2nr040.jpg,67,Acer,1751,706
5,l2nr040.jpg,67,Acer,1701,842
5,l2nr040.jpg,67,Acer,1904,870
5,l2nr040.jpg,67,Acer,1860,911
5,l2nr040.jpg,67,Acer,1805,943
5,l2nr040.jpg,67,Acer,1752,989
5,l2nr040.jpg,67,Acer,1707,1035
5,l2nr040.jpg,67,Acer,1643,1102
5,l2nr040.jpg,67,Acer,1738,1200
5,l2nr040.jpg,67,Acer,1885,1262
5,l2nr040.jpg,67,Acer,1857,1286
5,l2nr040.jpg,67,Acer,1768,1302
5,l2nr040.jpg,67,Acer,1702,1351
5,l2nr040.jpg,67,Acer,1654,1396
5,l2nr040.jpg,67,Acer,1658,1472
5,l2nr040.jpg,67,Acer,1571,1466
5,l2nr040.jpg,67,Acer,1469,1482
5,l2nr040.jpg,67,Acer,1404,1522
5,l2nr040.jpg,67,Acer,1340,1525
5,l2nr040.jpg,67,Acer,1434,1571
5,l2nr040.jpg,67,Acer,1358,1592
5,l2nr040.jpg,67,Acer,1275,1592
5,l2nr040.jpg,67,Acer,1163,1569
5,l2nr040.jpg,67,Acer,1084,1522
5,l2nr040.jpg,67,Acer,1012,1462
5,l2nr040.jpg,67,Acer,933,1441
5,l2nr040.jpg,67,Acer,793,1529
5,l2nr040.jpg,67,Acer,746,1603
5,l2nr040.jpg,67,Acer,781,1617
5,l2nr040.jpg,67,Acer,738,1621
5,l2nr040.jpg,67,Acer,672,1659
5,l2nr040.jpg,67,Acer,576,1726
5,l2nr040.jpg,67,Acer,621,1560
5,l2nr040.jpg,67,Acer,562,1511
5,l2nr040.jpg,67,Acer,487,1503
5,l2nr040.jpg,67,Acer,407,1425
5,l2nr040.jpg,67,Acer,361,1371
5,l2nr040.jpg,67,Acer,276,1362
5,l2nr040.jpg,67,Acer,175,1346
5,l2nr040.jpg,67,Acer,325,1306
5,l2nr040.jpg,67,Acer,444,1227
5,l2nr040.jpg,67,Acer,412,1135
5,l2nr040.jpg,67,Acer,380,1086
5,l2nr040.jpg,67,Acer,300,1036
5,l2nr040.jpg,67,Acer,366,961
5,l2nr040.jpg,67,Acer,372,1015
5,l2nr040.jpg,67,Acer,437,961
5,l2nr040.jpg,67,Acer,423,1025
5,l2nr040.jpg,67,Acer,540,1049
5,l2nr040.jpg,67,Acer,564,975
5,l2nr040.jpg,67,Acer,472,931
5,l2nr040.jpg,67,Acer,434,861
5,l2nr040.jpg,67,Acer,345,816
5,l2nr040.jpg,67,Acer,312,818
5,l2nr040.jpg,67,Acer,224,746
5,l2nr040.jpg,67,Acer,366,731
5,l2nr040.jpg,67,Acer,492,710
5,l2nr040.jpg,67,Acer,538,694
5,l2nr040.jpg,67,Acer,627,791
5,l2nr040.jpg,67,Acer,710,768
5,l2nr040.jpg,67,Acer,699,645
5,l2nr040.jpg,67,Acer,685,555
5,l2nr040.jpg,67,Acer,658,449
5,l2nr040.jpg,67,Acer,671,421
5,l2nr040.jpg,67,Acer,793,452
5,l2nr040.jpg,67,Acer,826,336
5,l2nr040.jpg,67,Acer,847,277
5,l2nr040.jpg,67,Acer,933,175
6,l2nr061.jpg,67,Acer,655,147
6,l2nr061.jpg,67,Acer,690,203
6,l2nr061.jpg,67,Acer,760,326
6,l2nr061.jpg,67,Acer,833,380
6,l2nr061.jpg,67,Acer,804,459
6,l2nr061.jpg,67,Acer,859,574
6,l2nr061.jpg,67,Acer,966,474
6,l2nr061.jpg,67,Acer,1128,494
6,l2nr061.jpg,67,Acer,1149,504
6,l2nr061.jpg,67,Acer,1117,566
6,l2nr061.jpg,67,Acer,1096,659
6,l2nr061.jpg,67,Acer,1036,751
6,l2nr061.jpg,67,Acer,1049,801
6,l2nr061.jpg,67,Acer,998,913
6,l2nr061.jpg,67,Acer,1141,1034
6,l2nr061.jpg,67,Acer,1089,1057
6,l2nr061.jpg,67,Acer,1031,1114
6,l2nr061.jpg,67,Acer,990,1196
6,l2nr061.jpg,67,Acer,895,1132
6,l2nr061.jpg,67,Acer,811,1123
6,l2nr061.jpg,67,Acer,749,1119
6,l2nr061.jpg,67,Acer,668,1020
6,l2nr061.jpg,67,Acer,612,1022
6,l2nr061.jpg,67,Acer,530,1125
6,l2nr061.jpg,67,Acer,492,1165
6,l2nr061.jpg,67,Acer,402,1180
6,l2nr061.jpg,67,Acer,292,1221
6,l2nr061.jpg,67,Acer,311,1142
6,l2nr061.jpg,67,Acer,235,1130
6,l2nr061.jpg,67,Acer,202,1047
6,l2nr061.jpg,67,Acer,137,994
6,l2nr061.jpg,67,Acer,128,966
6,l2nr061.jpg,67,Acer,276,862
6,l2nr061.jpg,67,Acer,243,760
6,l2nr061.jpg,67,Acer,152,710
6,l2nr061.jpg,67,Acer,188,618
6,l2nr061.jpg,67,Acer,181,534
6,l2nr061.jpg,67,Acer,162,432
6,l2nr061.jpg,67,Acer,183,411
6,l2nr061.jpg,67,Acer,318,438
6,l2nr061.jpg,67,Acer,385,498
6,l2nr061.jpg,67,Acer,493,580
6,l2nr061.jpg,67,Acer,505,476
6,l2nr061.jpg,67,Acer,496,365
6,l2nr061.jpg,67,Acer,473,312
6,l2nr061.jpg,67,Acer,504,306
6,l2nr061.jpg,67,Acer,590,254
6,l2nr061.jpg,67,Acer,646,173
7,l2nr011.jpg,67,Acer,635,97
7,l2nr011.jpg,67,Acer,708,257
7,l2nr011.jpg,67,Acer,846,310
7,l2nr011.jpg,67,Acer,894,472
7,l2nr011.jpg,67,Acer,953,331
7,l2nr011.jpg,67,Acer,1010,353
7,l2nr011.jpg,67,Acer,1111,307
7,l2nr011.jpg,67,Acer,1298,221
7,l2nr011.jpg,67,Acer,1259,371
7,l2nr011.jpg,67,Acer,1287,487
7,l2nr011.jpg,67,Acer,1360,571
7,l2nr011.jpg,67,Acer,1285,649
7,l2nr011.jpg,67,Acer,1268,722
7,l2nr011.jpg,67,Acer,1381,667
7,l2nr011.jpg,67,Acer,1499,743
7,l2nr011.jpg,67,Acer,1586,776
7,l2nr011.jpg,67,Acer,1539,849
7,l2nr011.jpg,67,Acer,1530,976
7,l2nr011.jpg,67,Acer,1449,1033
7,l2nr011.jpg,67,Acer,1367,1123
7,l2nr011.jpg,67,Acer,1469,1246
7,l2nr011.jpg,67,Acer,1409,1260
7,l2nr011.jpg,67,Acer,1311,1285
7,l2nr011.jpg,67,Acer,1247,1338
7,l2nr011.jpg,67,Acer,1159,1312
7,l2nr011.jpg,67,Acer,1114,1422
7,l2nr011.jpg,67,Acer,1036,1363
7,l2nr011.jpg,67,Acer,934,1356
7,l2nr011.jpg,67,Acer,873,1208
7,l2nr011.jpg,67,Acer,851,1166
7,l2nr011.jpg,67,Acer,787,1129
7,l2nr011.jpg,67,Acer,719,1151
7,l2nr011.jpg,67,Acer,635,1177
7,l2nr011.jpg,67,Acer,523,1190
7,l2nr011.jpg,67,Acer,363,1165
7,l2nr011.jpg,67,Acer,395,1150
7,l2nr011.jpg,67,Acer,386,1039
7,l2nr011.jpg,67,Acer,294,991
7,l2nr011.jpg,67,Acer,286,939
7,l2nr011.jpg,67,Acer,287,891
7,l2nr011.jpg,67,Acer,235,812
7,l2nr011.jpg,67,Acer,233,735
7,l2nr011.jpg,67,Acer,169,656
7,l2nr011.jpg,67,Acer,167,625
7,l2nr011.jpg,67,Acer,352,655
7,l2nr011.jpg,67,Acer,422,518
7,l2nr011.jpg,67,Acer,356,358
7,l2nr011.jpg,67,Acer,499,366
7,l2nr011.jpg,67,Acer,573,279
8,l2nr023.jpg,67,Acer,623,140
8,l2nr023.jpg,67,Acer,671,258
8,l2nr023.jpg,67,Acer,806,330
8,l2nr023.jpg,67,Acer,928,415
8,l2nr023.jpg,67,Acer,1039,373
8,l2nr023.jpg,67,Acer,1041,513
8,l2nr023.jpg,67,Acer,1067,605
